,mask,gender,age,mask_label,gender_label,age_label,path,label
6907,mask1,female,20,0,1,0,/opt/ml/input/data/train/images/006582_female_Asian_20/mask1.jpeg,3
6908,mask5,female,20,0,1,0,/opt/ml/input/data/train/images/006582_female_Asian_20/mask5.jpg,3
6909,normal,male,43,2,0,1,/opt/ml/input/data/train/images/001761_male_Asian_44/normal.jpg,13
6910,mask1,male,43,0,0,1,/opt/ml/input/data/train/images/001761_male_Asian_44/mask1.jpg,1
6911,mask2,male,43,0,0,1,/opt/ml/input/data/train/images/001761_male_Asian_44/mask2.jpg,1
6912,mask4,male,43,0,0,1,/opt/ml/input/data/train/images/001761_male_Asian_44/mask4.jpg,1
6913,incorrect_mask,male,43,1,0,1,/opt/ml/input/data/train/images/001761_male_Asian_44/incorrect_mask.jpg,7
6914,mask3,male,43,0,0,1,/opt/ml/input/data/train/images/001761_male_Asian_44/mask3.jpg,1
6915,mask5,male,43,0,0,1,/opt/ml/input/data/train/images/001761_male_Asian_44/mask5.jpg,1
6916,normal,female,60,2,1,2,/opt/ml/input/data/train/images/001172_female_Asian_60/normal.jpg,17
6917,mask1,female,60,0,1,2,/opt/ml/input/data/train/images/001172_female_Asian_60/mask1.jpg,5
6918,mask2,female,60,0,1,2,/opt/ml/input/data/train/images/001172_female_Asian_60/mask2.jpg,5
6919,mask4,female,60,0,1,2,/opt/ml/input/data/train/images/001172_female_Asian_60/mask4.jpg,5
6920,incorrect_mask,female,60,1,1,2,/opt/ml/input/data/train/images/001172_female_Asian_60/incorrect_mask.jpg,11
6921,mask3,female,60,0,1,2,/opt/ml/input/data/train/images/001172_female_Asian_60/mask3.jpg,5
6922,mask5,female,60,0,1,2,/opt/ml/input/data/train/images/001172_female_Asian_60/mask5.jpg,5
6923,normal,male,57,2,0,1,/opt/ml/input/data/train/images/000655_male_Asian_53/normal.jpg,13
6924,mask1,male,57,0,0,1,/opt/ml/input/data/train/images/000655_male_Asian_53/mask1.jpg,1
6925,mask2,male,57,0,0,1,/opt/ml/input/data/train/images/000655_male_Asian_53/mask2.jpg,1
6926,mask4,male,57,0,0,1,/opt/ml/input/data/train/images/000655_male_Asian_53/mask4.jpg,1
6927,incorrect_mask,male,57,1,0,1,/opt/ml/input/data/train/images/000655_male_Asian_53/incorrect_mask.jpg,7
6928,mask3,male,57,0,0,1,/opt/ml/input/data/train/images/000655_male_Asian_53/mask3.jpg,1
6929,mask5,male,57,0,0,1,/opt/ml/input/data/train/images/000655_male_Asian_53/mask5.jpg,1
6930,normal,male,30,2,0,1,/opt/ml/input/data/train/images/001409_male_Asian_41/normal.jpg,13
6931,mask1,male,30,0,0,1,/opt/ml/input/data/train/images/001409_male_Asian_41/mask1.jpg,1
6932,mask2,male,30,0,0,1,/opt/ml/input/data/train/images/001409_male_Asian_41/mask2.jpg,1
6933,mask4,male,30,0,0,1,/opt/ml/input/data/train/images/001409_male_Asian_41/mask4.jpg,1
6934,incorrect_mask,male,30,1,0,1,/opt/ml/input/data/train/images/001409_male_Asian_41/incorrect_mask.jpg,7
6935,mask3,male,30,0,0,1,/opt/ml/input/data/train/images/001409_male_Asian_41/mask3.jpg,1
6936,mask5,male,30,0,0,1,/opt/ml/input/data/train/images/001409_male_Asian_41/mask5.jpg,1
6937,normal,male,58,2,0,2,/opt/ml/input/data/train/images/003439_male_Asian_58/normal.jpg,14
6938,mask1,male,58,0,0,2,/opt/ml/input/data/train/images/003439_male_Asian_58/mask1.jpg,2
6939,mask2,male,58,0,0,2,/opt/ml/input/data/train/images/003439_male_Asian_58/mask2.jpg,2
6940,mask4,male,58,0,0,2,/opt/ml/input/data/train/images/003439_male_Asian_58/mask4.jpg,2
6941,incorrect_mask,male,58,1,0,2,/opt/ml/input/data/train/images/003439_male_Asian_58/incorrect_mask.jpg,8
6942,mask3,male,58,0,0,2,/opt/ml/input/data/train/images/003439_male_Asian_58/mask3.jpg,2
6943,mask5,male,58,0,0,2,/opt/ml/input/data/train/images/003439_male_Asian_58/mask5.jpg,2
6944,normal,male,18,2,0,0,/opt/ml/input/data/train/images/006603_male_Asian_19/normal.jpg,12
6945,mask1,male,18,0,0,0,/opt/ml/input/data/train/images/006603_male_Asian_19/mask1.jpg,0
6946,mask2,male,18,0,0,0,/opt/ml/input/data/train/images/006603_male_Asian_19/mask2.jpg,0
6947,mask4,male,18,0,0,0,/opt/ml/input/data/train/images/006603_male_Asian_19/mask4.jpg,0
6948,incorrect_mask,male,18,1,0,0,/opt/ml/input/data/train/images/006603_male_Asian_19/incorrect_mask.jpg,6
6949,mask3,male,18,0,0,0,/opt/ml/input/data/train/images/006603_male_Asian_19/mask3.jpg,0
6950,mask5,male,18,0,0,0,/opt/ml/input/data/train/images/006603_male_Asian_19/mask5.jpg,0
6951,normal,female,18,2,1,0,/opt/ml/input/data/train/images/003197_female_Asian_19/normal.jpg,15
6952,mask1,female,18,0,1,0,/opt/ml/input/data/train/images/003197_female_Asian_19/mask1.jpg,3
6953,mask2,female,18,0,1,0,/opt/ml/input/data/train/images/003197_female_Asian_19/mask2.jpg,3
6954,mask4,female,18,0,1,0,/opt/ml/input/data/train/images/003197_female_Asian_19/mask4.jpg,3
6955,incorrect_mask,female,18,1,1,0,/opt/ml/input/data/train/images/003197_female_Asian_19/incorrect_mask.jpg,9
6956,mask3,female,18,0,1,0,/opt/ml/input/data/train/images/003197_female_Asian_19/mask3.jpg,3
6957,mask5,female,18,0,1,0,/opt/ml/input/data/train/images/003197_female_Asian_19/mask5.jpg,3
6958,normal,female,30,2,1,1,/opt/ml/input/data/train/images/003852_female_Asian_42/normal.jpg,16
6959,mask1,female,30,0,1,1,/opt/ml/input/data/train/images/003852_female_Asian_42/mask1.jpg,4
6960,mask2,female,30,0,1,1,/opt/ml/input/data/train/images/003852_female_Asian_42/mask2.jpg,4
6961,mask4,female,30,0,1,1,/opt/ml/input/data/train/images/003852_female_Asian_42/mask4.jpg,4
6962,incorrect_mask,female,30,1,1,1,/opt/ml/input/data/train/images/003852_female_Asian_42/incorrect_mask.jpg,10
6963,mask3,female,30,0,1,1,/opt/ml/input/data/train/images/003852_female_Asian_42/mask3.jpg,4
6964,mask5,female,30,0,1,1,/opt/ml/input/data/train/images/003852_female_Asian_42/mask5.jpg,4
6965,normal,male,20,2,0,0,/opt/ml/input/data/train/images/005245_male_Asian_20/normal.jpg,12
6966,mask1,male,20,0,0,0,/opt/ml/input/data/train/images/005245_male_Asian_20/mask1.jpg,0
6967,mask2,male,20,0,0,0,/opt/ml/input/data/train/images/005245_male_Asian_20/mask2.jpg,0
6968,mask4,male,20,0,0,0,/opt/ml/input/data/train/images/005245_male_Asian_20/mask4.jpg,0
6969,incorrect_mask,male,20,1,0,0,/opt/ml/input/data/train/images/005245_male_Asian_20/incorrect_mask.jpg,6
6970,mask3,male,20,0,0,0,/opt/ml/input/data/train/images/005245_male_Asian_20/mask3.jpg,0
6971,mask5,male,20,0,0,0,/opt/ml/input/data/train/images/005245_male_Asian_20/mask5.jpg,0
6972,normal,female,20,2,1,0,/opt/ml/input/data/train/images/003147_female_Asian_20/normal.jpg,15
6973,mask1,female,20,0,1,0,/opt/ml/input/data/train/images/003147_female_Asian_20/mask1.jpg,3
6974,mask2,female,20,0,1,0,/opt/ml/input/data/train/images/003147_female_Asian_20/mask2.jpg,3
6975,mask4,female,20,0,1,0,/opt/ml/input/data/train/images/003147_female_Asian_20/mask4.jpg,3
6976,incorrect_mask,female,20,1,1,0,/opt/ml/input/data/train/images/003147_female_Asian_20/incorrect_mask.jpg,9
6977,mask3,female,20,0,1,0,/opt/ml/input/data/train/images/003147_female_Asian_20/mask3.jpg,3
6978,mask5,female,20,0,1,0,/opt/ml/input/data/train/images/003147_female_Asian_20/mask5.jpg,3
6979,normal,male,60,2,0,2,/opt/ml/input/data/train/images/003646_male_Asian_60/normal.jpg,14
6980,mask1,male,60,0,0,2,/opt/ml/input/data/train/images/003646_male_Asian_60/mask1.jpg,2
6981,mask2,male,60,0,0,2,/opt/ml/input/data/train/images/003646_male_Asian_60/mask2.jpg,2
6982,mask4,male,60,0,0,2,/opt/ml/input/data/train/images/003646_male_Asian_60/mask4.jpg,2
6983,incorrect_mask,male,60,1,0,2,/opt/ml/input/data/train/images/003646_male_Asian_60/incorrect_mask.jpg,8
6984,mask3,male,60,0,0,2,/opt/ml/input/data/train/images/003646_male_Asian_60/mask3.jpg,2
6985,mask5,male,60,0,0,2,/opt/ml/input/data/train/images/003646_male_Asian_60/mask5.jpg,2
6986,normal,male,57,2,0,1,/opt/ml/input/data/train/images/003610_male_Asian_57/normal.jpg,13
6987,mask1,male,57,0,0,1,/opt/ml/input/data/train/images/003610_male_Asian_57/mask1.jpg,1
6988,mask2,male,57,0,0,1,/opt/ml/input/data/train/images/003610_male_Asian_57/mask2.jpg,1
6989,mask4,male,57,0,0,1,/opt/ml/input/data/train/images/003610_male_Asian_57/mask4.jpg,1
6990,incorrect_mask,male,57,1,0,1,/opt/ml/input/data/train/images/003610_male_Asian_57/incorrect_mask.jpg,7
6991,mask3,male,57,0,0,1,/opt/ml/input/data/train/images/003610_male_Asian_57/mask3.jpg,1
6992,mask5,male,57,0,0,1,/opt/ml/input/data/train/images/003610_male_Asian_57/mask5.jpg,1
6993,normal,female,43,2,1,1,/opt/ml/input/data/train/images/003484_female_Asian_52/normal.jpg,16
6994,mask1,female,43,0,1,1,/opt/ml/input/data/train/images/003484_female_Asian_52/mask1.jpg,4
6995,mask2,female,43,0,1,1,/opt/ml/input/data/train/images/003484_female_Asian_52/mask2.jpg,4
6996,mask4,female,43,0,1,1,/opt/ml/input/data/train/images/003484_female_Asian_52/mask4.jpg,4
6997,incorrect_mask,female,43,1,1,1,/opt/ml/input/data/train/images/003484_female_Asian_52/incorrect_mask.jpg,10
6998,mask3,female,43,0,1,1,/opt/ml/input/data/train/images/003484_female_Asian_52/mask3.jpg,4
6999,mask5,female,43,0,1,1,/opt/ml/input/data/train/images/003484_female_Asian_52/mask5.jpg,4
7000,normal,female,20,2,1,0,/opt/ml/input/data/train/images/003343_female_Asian_20/normal.jpg,15
7001,mask1,female,20,0,1,0,/opt/ml/input/data/train/images/003343_female_Asian_20/mask1.jpg,3
7002,mask2,female,20,0,1,0,/opt/ml/input/data/train/images/003343_female_Asian_20/mask2.jpg,3
7003,mask4,female,20,0,1,0,/opt/ml/input/data/train/images/003343_female_Asian_20/mask4.jpg,3
7004,incorrect_mask,female,20,1,1,0,/opt/ml/input/data/train/images/003343_female_Asian_20/incorrect_mask.jpg,9
7005,mask3,female,20,0,1,0,/opt/ml/input/data/train/images/003343_female_Asian_20/mask3.jpg,3
7006,mask5,female,20,0,1,0,/opt/ml/input/data/train/images/003343_female_Asian_20/mask5.jpg,3
7007,normal,female,43,2,1,1,/opt/ml/input/data/train/images/000573_female_Asian_50/normal.jpg,16
7008,mask1,female,43,0,1,1,/opt/ml/input/data/train/images/000573_female_Asian_50/mask1.jpg,4
7009,mask2,female,43,0,1,1,/opt/ml/input/data/train/images/000573_female_Asian_50/mask2.jpg,4
7010,mask4,female,43,0,1,1,/opt/ml/input/data/train/images/000573_female_Asian_50/mask4.jpg,4
7011,incorrect_mask,female,43,1,1,1,/opt/ml/input/data/train/images/000573_female_Asian_50/incorrect_mask.jpg,10
7012,mask3,female,43,0,1,1,/opt/ml/input/data/train/images/000573_female_Asian_50/mask3.jpg,4
7013,mask5,female,43,0,1,1,/opt/ml/input/data/train/images/000573_female_Asian_50/mask5.jpg,4
7014,normal,female,43,2,1,1,/opt/ml/input/data/train/images/005038_female_Asian_51/normal.jpg,16
7015,mask1,female,43,0,1,1,/opt/ml/input/data/train/images/005038_female_Asian_51/mask1.jpg,4
7016,mask2,female,43,0,1,1,/opt/ml/input/data/train/images/005038_female_Asian_51/mask2.jpg,4
7017,mask4,female,43,0,1,1,/opt/ml/input/data/train/images/005038_female_Asian_51/mask4.jpg,4
7018,incorrect_mask,female,43,1,1,1,/opt/ml/input/data/train/images/005038_female_Asian_51/incorrect_mask.jpg,10
7019,mask3,female,43,0,1,1,/opt/ml/input/data/train/images/005038_female_Asian_51/mask3.jpg,4
7020,mask5,female,43,0,1,1,/opt/ml/input/data/train/images/005038_female_Asian_51/mask5.jpg,4
7021,normal,male,57,2,0,1,/opt/ml/input/data/train/images/003512_male_Asian_53/normal.jpg,13
7022,mask1,male,57,0,0,1,/opt/ml/input/data/train/images/003512_male_Asian_53/mask1.jpg,1
7023,mask2,male,57,0,0,1,/opt/ml/input/data/train/images/003512_male_Asian_53/mask2.jpg,1
7024,mask4,male,57,0,0,1,/opt/ml/input/data/train/images/003512_male_Asian_53/mask4.jpg,1
7025,incorrect_mask,male,57,1,0,1,/opt/ml/input/data/train/images/003512_male_Asian_53/incorrect_mask.jpg,7
7026,mask3,male,57,0,0,1,/opt/ml/input/data/train/images/003512_male_Asian_53/mask3.jpg,1
7027,mask5,male,57,0,0,1,/opt/ml/input/data/train/images/003512_male_Asian_53/mask5.jpg,1
7028,normal,male,20,2,0,0,/opt/ml/input/data/train/images/006957_male_Asian_20/normal.jpg,12
7029,mask1,male,20,0,0,0,/opt/ml/input/data/train/images/006957_male_Asian_20/mask1.jpg,0
7030,mask2,male,20,0,0,0,/opt/ml/input/data/train/images/006957_male_Asian_20/mask2.jpg,0
7031,mask4,male,20,0,0,0,/opt/ml/input/data/train/images/006957_male_Asian_20/mask4.jpg,0
7032,incorrect_mask,male,20,1,0,0,/opt/ml/input/data/train/images/006957_male_Asian_20/incorrect_mask.jpg,6
7033,mask3,male,20,0,0,0,/opt/ml/input/data/train/images/006957_male_Asian_20/mask3.jpg,0
7034,mask5,male,20,0,0,0,/opt/ml/input/data/train/images/006957_male_Asian_20/mask5.jpg,0
7035,normal,female,57,2,1,1,/opt/ml/input/data/train/images/000209_female_Asian_56/normal.jpg,16
7036,mask1,female,57,0,1,1,/opt/ml/input/data/train/images/000209_female_Asian_56/mask1.jpg,4
7037,mask2,female,57,0,1,1,/opt/ml/input/data/train/images/000209_female_Asian_56/mask2.jpg,4
7038,mask4,female,57,0,1,1,/opt/ml/input/data/train/images/000209_female_Asian_56/mask4.jpg,4
7039,incorrect_mask,female,57,1,1,1,/opt/ml/input/data/train/images/000209_female_Asian_56/incorrect_mask.jpg,10
7040,mask3,female,57,0,1,1,/opt/ml/input/data/train/images/000209_female_Asian_56/mask3.jpg,4
7041,mask5,female,57,0,1,1,/opt/ml/input/data/train/images/000209_female_Asian_56/mask5.jpg,4
7042,normal,male,18,2,0,0,/opt/ml/input/data/train/images/006730_male_Asian_19/normal.jpg,12
7043,mask1,male,18,0,0,0,/opt/ml/input/data/train/images/006730_male_Asian_19/mask1.jpg,0
7044,mask2,male,18,0,0,0,/opt/ml/input/data/train/images/006730_male_Asian_19/mask2.jpg,0
7045,mask4,male,18,0,0,0,/opt/ml/input/data/train/images/006730_male_Asian_19/mask4.jpg,0
7046,incorrect_mask,male,18,1,0,0,/opt/ml/input/data/train/images/006730_male_Asian_19/incorrect_mask.jpg,6
7047,mask3,male,18,0,0,0,/opt/ml/input/data/train/images/006730_male_Asian_19/mask3.jpg,0
7048,mask5,male,18,0,0,0,/opt/ml/input/data/train/images/006730_male_Asian_19/mask5.jpg,0
7049,normal,female,20,2,1,0,/opt/ml/input/data/train/images/003046_female_Asian_20/normal.jpg,15
7050,mask1,female,20,0,1,0,/opt/ml/input/data/train/images/003046_female_Asian_20/mask1.jpg,3
7051,mask2,female,20,0,1,0,/opt/ml/input/data/train/images/003046_female_Asian_20/mask2.jpg,3
7052,mask4,female,20,0,1,0,/opt/ml/input/data/train/images/003046_female_Asian_20/mask4.jpg,3
7053,incorrect_mask,female,20,1,1,0,/opt/ml/input/data/train/images/003046_female_Asian_20/incorrect_mask.jpg,9
7054,mask3,female,20,0,1,0,/opt/ml/input/data/train/images/003046_female_Asian_20/mask3.jpg,3
7055,mask5,female,20,0,1,0,/opt/ml/input/data/train/images/003046_female_Asian_20/mask5.jpg,3
7056,normal,female,58,2,1,2,/opt/ml/input/data/train/images/004376_female_Asian_58/normal.jpg,17
7057,mask1,female,58,0,1,2,/opt/ml/input/data/train/images/004376_female_Asian_58/mask1.jpg,5
7058,mask2,female,58,0,1,2,/opt/ml/input/data/train/images/004376_female_Asian_58/mask2.jpg,5
7059,mask4,female,58,0,1,2,/opt/ml/input/data/train/images/004376_female_Asian_58/mask4.jpg,5
7060,incorrect_mask,female,58,1,1,2,/opt/ml/input/data/train/images/004376_female_Asian_58/incorrect_mask.jpg,11
7061,mask3,female,58,0,1,2,/opt/ml/input/data/train/images/004376_female_Asian_58/mask3.jpg,5
7062,mask5,female,58,0,1,2,/opt/ml/input/data/train/images/004376_female_Asian_58/mask5.jpg,5
7063,normal,female,43,2,1,1,/opt/ml/input/data/train/images/003893_female_Asian_46/normal.jpg,16
7064,mask1,female,43,0,1,1,/opt/ml/input/data/train/images/003893_female_Asian_46/mask1.jpg,4
7065,mask2,female,43,0,1,1,/opt/ml/input/data/train/images/003893_female_Asian_46/mask2.jpg,4
7066,mask4,female,43,0,1,1,/opt/ml/input/data/train/images/003893_female_Asian_46/mask4.jpg,4
7067,incorrect_mask,female,43,1,1,1,/opt/ml/input/data/train/images/003893_female_Asian_46/incorrect_mask.jpg,10
7068,mask3,female,43,0,1,1,/opt/ml/input/data/train/images/003893_female_Asian_46/mask3.jpg,4
7069,mask5,female,43,0,1,1,/opt/ml/input/data/train/images/003893_female_Asian_46/mask5.jpg,4
7070,normal,male,18,2,0,0,/opt/ml/input/data/train/images/006621_male_Asian_19/normal.jpeg,12
7071,mask3,male,18,0,0,0,/opt/ml/input/data/train/images/006621_male_Asian_19/mask3.jpeg,0
7072,mask4,male,18,0,0,0,/opt/ml/input/data/train/images/006621_male_Asian_19/mask4.jpeg,0
7073,incorrect_mask,male,18,1,0,0,/opt/ml/input/data/train/images/006621_male_Asian_19/incorrect_mask.jpeg,6
7074,mask2,male,18,0,0,0,/opt/ml/input/data/train/images/006621_male_Asian_19/mask2.jpeg,0
7075,mask5,male,18,0,0,0,/opt/ml/input/data/train/images/006621_male_Asian_19/mask5.jpeg,0
7076,mask1,male,18,0,0,0,/opt/ml/input/data/train/images/006621_male_Asian_19/mask1.jpeg,0
7077,normal,male,20,2,0,0,/opt/ml/input/data/train/images/005284_male_Asian_22/normal.jpg,12
7078,mask1,male,20,0,0,0,/opt/ml/input/data/train/images/005284_male_Asian_22/mask1.jpg,0
7079,mask2,male,20,0,0,0,/opt/ml/input/data/train/images/005284_male_Asian_22/mask2.jpg,0
7080,mask4,male,20,0,0,0,/opt/ml/input/data/train/images/005284_male_Asian_22/mask4.jpg,0
7081,incorrect_mask,male,20,1,0,0,/opt/ml/input/data/train/images/005284_male_Asian_22/incorrect_mask.jpg,6
7082,mask3,male,20,0,0,0,/opt/ml/input/data/train/images/005284_male_Asian_22/mask3.jpg,0
7083,mask5,male,20,0,0,0,/opt/ml/input/data/train/images/005284_male_Asian_22/mask5.jpg,0
7084,normal,female,20,2,1,0,/opt/ml/input/data/train/images/001530_female_Asian_22/normal.jpg,15
7085,mask1,female,20,0,1,0,/opt/ml/input/data/train/images/001530_female_Asian_22/mask1.jpg,3
7086,mask2,female,20,0,1,0,/opt/ml/input/data/train/images/001530_female_Asian_22/mask2.jpg,3
7087,mask4,female,20,0,1,0,/opt/ml/input/data/train/images/001530_female_Asian_22/mask4.jpg,3
7088,incorrect_mask,female,20,1,1,0,/opt/ml/input/data/train/images/001530_female_Asian_22/incorrect_mask.jpg,9
7089,mask3,female,20,0,1,0,/opt/ml/input/data/train/images/001530_female_Asian_22/mask3.jpg,3
7090,mask5,female,20,0,1,0,/opt/ml/input/data/train/images/001530_female_Asian_22/mask5.jpg,3
7091,normal,female,43,2,1,1,/opt/ml/input/data/train/images/001905_female_Asian_52/normal.jpg,16
7092,mask1,female,43,0,1,1,/opt/ml/input/data/train/images/001905_female_Asian_52/mask1.jpg,4
7093,mask2,female,43,0,1,1,/opt/ml/input/data/train/images/001905_female_Asian_52/mask2.jpg,4
7094,mask4,female,43,0,1,1,/opt/ml/input/data/train/images/001905_female_Asian_52/mask4.jpg,4
7095,incorrect_mask,female,43,1,1,1,/opt/ml/input/data/train/images/001905_female_Asian_52/incorrect_mask.jpg,10
7096,mask3,female,43,0,1,1,/opt/ml/input/data/train/images/001905_female_Asian_52/mask3.jpg,4
7097,mask5,female,43,0,1,1,/opt/ml/input/data/train/images/001905_female_Asian_52/mask5.jpg,4
7098,normal,female,18,2,1,0,/opt/ml/input/data/train/images/003069_female_Asian_19/normal.jpg,15
7099,mask1,female,18,0,1,0,/opt/ml/input/data/train/images/003069_female_Asian_19/mask1.jpg,3
7100,mask2,female,18,0,1,0,/opt/ml/input/data/train/images/003069_female_Asian_19/mask2.jpg,3
7101,mask4,female,18,0,1,0,/opt/ml/input/data/train/images/003069_female_Asian_19/mask4.jpg,3
7102,incorrect_mask,female,18,1,1,0,/opt/ml/input/data/train/images/003069_female_Asian_19/incorrect_mask.jpg,9
7103,mask3,female,18,0,1,0,/opt/ml/input/data/train/images/003069_female_Asian_19/mask3.jpg,3
7104,mask5,female,18,0,1,0,/opt/ml/input/data/train/images/003069_female_Asian_19/mask5.jpg,3
7105,normal,female,60,2,1,2,/opt/ml/input/data/train/images/001900_female_Asian_60/normal.jpg,17
7106,mask1,female,60,0,1,2,/opt/ml/input/data/train/images/001900_female_Asian_60/mask1.jpg,5
7107,mask2,female,60,0,1,2,/opt/ml/input/data/train/images/001900_female_Asian_60/mask2.jpg,5
7108,mask4,female,60,0,1,2,/opt/ml/input/data/train/images/001900_female_Asian_60/mask4.jpg,5
7109,incorrect_mask,female,60,1,1,2,/opt/ml/input/data/train/images/001900_female_Asian_60/incorrect_mask.jpg,11
7110,mask3,female,60,0,1,2,/opt/ml/input/data/train/images/001900_female_Asian_60/mask3.jpg,5
7111,mask5,female,60,0,1,2,/opt/ml/input/data/train/images/001900_female_Asian_60/mask5.jpg,5
7112,normal,female,60,2,1,2,/opt/ml/input/data/train/images/001363_female_Asian_60/normal.jpg,17
7113,mask1,female,60,0,1,2,/opt/ml/input/data/train/images/001363_female_Asian_60/mask1.jpg,5
7114,mask2,female,60,0,1,2,/opt/ml/input/data/train/images/001363_female_Asian_60/mask2.jpg,5
7115,mask4,female,60,0,1,2,/opt/ml/input/data/train/images/001363_female_Asian_60/mask4.jpg,5
7116,incorrect_mask,female,60,1,1,2,/opt/ml/input/data/train/images/001363_female_Asian_60/incorrect_mask.jpg,11
7117,mask3,female,60,0,1,2,/opt/ml/input/data/train/images/001363_female_Asian_60/mask3.jpg,5
7118,mask5,female,60,0,1,2,/opt/ml/input/data/train/images/001363_female_Asian_60/mask5.jpg,5
7119,normal,female,43,2,1,1,/opt/ml/input/data/train/images/005065_female_Asian_49/normal.jpg,16
7120,mask1,female,43,0,1,1,/opt/ml/input/data/train/images/005065_female_Asian_49/mask1.jpg,4
7121,mask2,female,43,0,1,1,/opt/ml/input/data/train/images/005065_female_Asian_49/mask2.jpg,4
7122,mask4,female,43,0,1,1,/opt/ml/input/data/train/images/005065_female_Asian_49/mask4.jpg,4
7123,incorrect_mask,female,43,1,1,1,/opt/ml/input/data/train/images/005065_female_Asian_49/incorrect_mask.jpg,10
7124,mask3,female,43,0,1,1,/opt/ml/input/data/train/images/005065_female_Asian_49/mask3.jpg,4
7125,mask5,female,43,0,1,1,/opt/ml/input/data/train/images/005065_female_Asian_49/mask5.jpg,4
7126,normal,male,43,2,0,1,/opt/ml/input/data/train/images/001635_male_Asian_45/normal.jpg,13
7127,mask1,male,43,0,0,1,/opt/ml/input/data/train/images/001635_male_Asian_45/mask1.jpg,1
7128,mask2,male,43,0,0,1,/opt/ml/input/data/train/images/001635_male_Asian_45/mask2.jpg,1
7129,mask4,male,43,0,0,1,/opt/ml/input/data/train/images/001635_male_Asian_45/mask4.jpg,1
7130,incorrect_mask,male,43,1,0,1,/opt/ml/input/data/train/images/001635_male_Asian_45/incorrect_mask.jpg,7
7131,mask3,male,43,0,0,1,/opt/ml/input/data/train/images/001635_male_Asian_45/mask3.jpg,1
7132,mask5,male,43,0,0,1,/opt/ml/input/data/train/images/001635_male_Asian_45/mask5.jpg,1
7133,normal,male,18,2,0,0,/opt/ml/input/data/train/images/001251_male_Asian_19/normal.jpg,12
7134,mask1,male,18,0,0,0,/opt/ml/input/data/train/images/001251_male_Asian_19/mask1.jpg,0
7135,mask2,male,18,0,0,0,/opt/ml/input/data/train/images/001251_male_Asian_19/mask2.jpg,0
7136,mask4,male,18,0,0,0,/opt/ml/input/data/train/images/001251_male_Asian_19/mask4.jpg,0
7137,incorrect_mask,male,18,1,0,0,/opt/ml/input/data/train/images/001251_male_Asian_19/incorrect_mask.jpg,6
7138,mask3,male,18,0,0,0,/opt/ml/input/data/train/images/001251_male_Asian_19/mask3.jpg,0
7139,mask5,male,18,0,0,0,/opt/ml/input/data/train/images/001251_male_Asian_19/mask5.jpg,0
7140,normal,male,43,2,0,1,/opt/ml/input/data/train/images/000613_male_Asian_51/normal.jpg,13
7141,mask1,male,43,0,0,1,/opt/ml/input/data/train/images/000613_male_Asian_51/mask1.jpg,1
7142,mask2,male,43,0,0,1,/opt/ml/input/data/train/images/000613_male_Asian_51/mask2.jpg,1
7143,mask4,male,43,0,0,1,/opt/ml/input/data/train/images/000613_male_Asian_51/mask4.jpg,1
7144,incorrect_mask,male,43,1,0,1,/opt/ml/input/data/train/images/000613_male_Asian_51/incorrect_mask.jpg,7
7145,mask3,male,43,0,0,1,/opt/ml/input/data/train/images/000613_male_Asian_51/mask3.jpg,1
7146,mask5,male,43,0,0,1,/opt/ml/input/data/train/images/000613_male_Asian_51/mask5.jpg,1
7147,normal,male,43,2,0,1,/opt/ml/input/data/train/images/001146_male_Asian_45/normal.jpg,13
7148,mask1,male,43,0,0,1,/opt/ml/input/data/train/images/001146_male_Asian_45/mask1.jpg,1
7149,mask2,male,43,0,0,1,/opt/ml/input/data/train/images/001146_male_Asian_45/mask2.jpg,1
7150,mask4,male,43,0,0,1,/opt/ml/input/data/train/images/001146_male_Asian_45/mask4.jpg,1
7151,incorrect_mask,male,43,1,0,1,/opt/ml/input/data/train/images/001146_male_Asian_45/incorrect_mask.jpg,7
7152,mask3,male,43,0,0,1,/opt/ml/input/data/train/images/001146_male_Asian_45/mask3.jpg,1
7153,mask5,male,43,0,0,1,/opt/ml/input/data/train/images/001146_male_Asian_45/mask5.jpg,1
7154,normal,male,57,2,0,1,/opt/ml/input/data/train/images/003539_male_Asian_56/normal.jpg,13
7155,mask1,male,57,0,0,1,/opt/ml/input/data/train/images/003539_male_Asian_56/mask1.jpg,1
7156,mask2,male,57,0,0,1,/opt/ml/input/data/train/images/003539_male_Asian_56/mask2.jpg,1
7157,mask4,male,57,0,0,1,/opt/ml/input/data/train/images/003539_male_Asian_56/mask4.jpg,1
7158,incorrect_mask,male,57,1,0,1,/opt/ml/input/data/train/images/003539_male_Asian_56/incorrect_mask.jpg,7
7159,mask3,male,57,0,0,1,/opt/ml/input/data/train/images/003539_male_Asian_56/mask3.jpg,1
7160,mask5,male,57,0,0,1,/opt/ml/input/data/train/images/003539_male_Asian_56/mask5.jpg,1
7161,normal,female,60,2,1,2,/opt/ml/input/data/train/images/003717_female_Asian_60/normal.jpg,17
7162,mask1,female,60,0,1,2,/opt/ml/input/data/train/images/003717_female_Asian_60/mask1.jpg,5
7163,mask2,female,60,0,1,2,/opt/ml/input/data/train/images/003717_female_Asian_60/mask2.jpg,5
7164,mask4,female,60,0,1,2,/opt/ml/input/data/train/images/003717_female_Asian_60/mask4.jpg,5
7165,incorrect_mask,female,60,1,1,2,/opt/ml/input/data/train/images/003717_female_Asian_60/incorrect_mask.jpg,11
